YANGIN_TURU,YANGIN_SEBEBI,YANGIN_SONUCU,YAPI_SEKLI,VARIS_SURESI,KULLANILAN_KOPUK_MIKTARI,KULLANILAN_SU_MIKTARI,KULLANILAN_KURU_KIMYEVI_TOZ_MIKTARI,EKIPLERIN_CIKIS_SAATI,ILCE,ADRES_BOLGESI,TOTAL_VEFAT,TOTAL_YARALI,TOTAL_HAYVAN_VEFAT
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,1.0,0.0,2887.5,BUCA,KENT MERKEZİ,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,ÇELİK,3,400.0,15.0,0.0,2957.5,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,2962.5,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,1,0.0,0.2,0.0,2985.0,MENDERES,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,3112.5,BAYRAKLI,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,3.0,0.0,3155.0,KARŞIYAKA,KENT MERKEZİ,0,0,2
ARAÇ,ISINMA/SÜRTÜNME,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.0,0.0,3165.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.3,0.0,3215.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,1.0,0.0,3315.0,BUCA,KENT MERKEZİ,0,0,0
BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,90.0,4.0,0.0,3535.0,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,2.5,BUCA,KENT MERKEZİ,0,0,0
BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,6,0.0,2.0,0.0,45.0,BUCA,KIRSAL BÖLGE,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,1.0,1.0,82.5,ÇEŞME,KENT MERKEZİ,0,0,0
HURDALIK,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,DİĞER,3,0.0,3.0,0.0,365.0,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.5,0.0,402.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
FABRİKA/ATÖLYE/İMALATHANE,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,BETONARME,6,300.0,60.0,0.0,435.0,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.4,0.0,792.5,BAYRAKLI,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,975.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.1,0.0,1125.0,BUCA,KENT MERKEZİ,0,0,0
TRAFO,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.0,0.0,1897.5,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,1929.9999999999998,MENEMEN,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,BETONARME,11,0.0,25.0,0.0,2110.0,TORBALI,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,DİĞER,3,0.0,0.0,6.0,2212.5,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,1.0,0.0,2227.5,FOÇA,KIRSAL BÖLGE,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,ÇELİK,7,0.0,2.0,0.0,2252.5,ÇEŞME,KIRSAL BÖLGE,0,0,0
OT,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,9,0.0,2.0,0.0,2352.5,MENEMEN,KIRSAL BÖLGE,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.15,0.0,2455.0,KONAK,KENT MERKEZİ,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.4,0.0,2692.5,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,2807.5,BUCA,KENT MERKEZİ,0,0,0
BİNA,OCAK/SOBA/KALORİFER KAZANI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.5,0.0,2962.5,ÇEŞME,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,DİĞER,3,0.0,0.0,6.0,2997.5,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.5,0.0,3357.5,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.5,0.0,3377.5,BORNOVA,KENT MERKEZİ,0,0,0
MOTOSİKLET,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,YAPI_DEGIL,4,0.0,0.2,0.0,3380.0,BAYRAKLI,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.5,0.0,3397.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,6,0.0,0.2,0.0,3442.5,ÇEŞME,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,0.0,3552.5,BORNOVA,KIRSAL BÖLGE,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,6,0.0,1.0,0.0,3557.5,KARABAĞLAR,KENT MERKEZİ,0,0,17
ARAÇ,ISINMA/SÜRTÜNME,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,10.0,0.0,452.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,OCAK/SOBA/KALORİFER KAZANI,TAMAMEN YANAN,AHŞAP,7,0.0,15.0,0.0,717.5,URLA,KIRSAL BÖLGE,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,1302.5,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
İŞYERİ,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.1,0.0,1590.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,1.0,0.0,1602.5,BAYRAKLI,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.0,0.0,1657.5,TORBALI,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,0.1,0.0,2082.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,1.0,0.0,2095.0,BAYRAKLI,KENT MERKEZİ,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,PREFABRİK,8,0.0,0.0,0.0,2105.0,DİKİLİ,KIRSAL BÖLGE,0,0,0
İŞYERİ,PARLAMA (YAĞ/KİMYASAL MAD.),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,6.0,2315.0,GAZİEMİR,KENT MERKEZİ,0,0,0
LASTİK,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,7,0.0,1.0,0.0,2532.5,MENDERES,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,2.0,0.0,2620.0,MENEMEN,KIRSAL BÖLGE,0,0,0
TRAFO,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,YAPI_DEGIL,5,0.0,0.0,24.0,2677.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,8,0.0,0.5,0.0,2897.5,BORNOVA,KENT MERKEZİ,0,0,0
İŞYERİ,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,15,0.0,0.0,0.0,2995.0,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.0,0.0,3022.5,KONAK,KENT MERKEZİ,0,0,0
KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.0,0.0,3075.0,KONAK,KENT MERKEZİ,0,0,0
İŞYERİ,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.3,0.0,3102.5,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,2.0,0.0,3140.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.5,0.0,3172.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,1.0,0.0,3182.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,2.0,3255.0,ÖDEMİŞ,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.2,0.0,3275.0,BAYRAKLI,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.1,0.0,3337.5,KONAK,KENT MERKEZİ,0,0,0
İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,1.0,0.0,3580.0,KONAK,KENT MERKEZİ,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,6,0.0,3.0,0.0,205.0,MENEMEN,KENT MERKEZİ,0,0,0
BİNA,ŞÜPHELİ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,2.0,0.0,862.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
İŞYERİ,PARLAMA (AKARYAKIT MADDESİ),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.5,0.0,1657.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,10.0,0.0,1730.0,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,10,0.0,2.0,0.0,1937.4999999999998,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.0,0.0,1955.0000000000002,BAYRAKLI,KENT MERKEZİ,0,0,0
OT,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,2147.5,BERGAMA,KENT MERKEZİ,0,0,0
BARAKA/KULÜBE/YAŞAM KONTEYNERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,DİĞER,12,0.0,3.0,0.0,2192.5,SELÇUK,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,2385.0,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,2420.0,DİKİLİ,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.3,0.0,2637.5,TORBALI,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,1.0,0.0,2770.0,MENEMEN,KIRSAL BÖLGE,0,0,0
BİNA,SİGARA/KİBRİT,KISMEN YANARAK KURTARILAN,BETONARME,3,0.0,3.0,0.0,2860.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,2.0,10.0,0.0,2895.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.4,0.0,2935.0,BUCA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,3220.0,GAZİEMİR,KENT MERKEZİ,0,0,0
ODUNLUK/KÖMÜRLÜK,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,AHŞAP,2,0.0,2.0,0.0,3342.5,FOÇA,KIRSAL BÖLGE,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,6.0,3385.0,ÖDEMİŞ,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.4,0.0,3400.0,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.1,0.0,17.5,GAZİEMİR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.3,0.0,32.5,FOÇA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,132.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,0.0,945.0,GAZİEMİR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.1,0.0,1032.5,ÖDEMİŞ,KENT MERKEZİ,0,0,0
İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,0.0,1370.0,BORNOVA,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.5,0.0,1447.5,KONAK,KENT MERKEZİ,0,1,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,0.5,0.0,1705.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,6.0,1832.5,FOÇA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.1,0.0,1952.4999999999998,BALÇOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.5,0.0,2152.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,2.0,0.0,2157.5,BUCA,KENT MERKEZİ,0,0,0
BİNA,KONDÜKSİYON (TEMAS İLE ISI TRANSFERİ),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.1,0.0,2515.0,BUCA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,0.0,2517.5,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,2832.5,TORBALI,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,2890.0,FOÇA,KIRSAL BÖLGE,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,1.0,0.0,3247.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.1,0.0,3515.0,BUCA,KENT MERKEZİ,0,0,0
FABRİKA/ATÖLYE/İMALATHANE,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,10,0.0,0.0,0.0,725.0,ALİAĞA,KIRSAL BÖLGE,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.0,0.0,1195.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,3.0,0.0,1300.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.5,0.0,1482.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
FABRİKA/ATÖLYE/İMALATHANE,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,PREFABRİK,7,0.0,0.5,0.0,1520.0,TORBALI,KENT MERKEZİ,0,0,0
KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.0,6.0,1537.5,MENDERES,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.1,0.0,1542.5,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.1,0.0,1927.5,BORNOVA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,6.0,2387.5,BERGAMA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,11,0.0,1.0,0.0,2452.5,URLA,KIRSAL BÖLGE,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.1,0.0,2537.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
ARAÇ,DİĞER,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,10,0.0,15.0,0.0,2725.0,MANİSA,İL DIŞI,0,0,0
OT,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,3157.5,BERGAMA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.5,0.0,3210.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,3.0,0.0,3322.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.5,0.0,3330.0,BORNOVA,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,3.5,0.0,3497.5,KARABURUN,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,1.0,0.0,5.0,MENEMEN,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.1,0.0,170.0,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.1,0.0,287.5,BALÇOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,325.0,ÇİĞLİ,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,YAPI_DEGIL,4,5.0,2.0,6.0,1405.0,MENDERES,KIRSAL BÖLGE,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,6,25.0,3.0,0.0,1405.0,BERGAMA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.5,0.0,1762.5,MENEMEN,KIRSAL BÖLGE,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,1777.5,ALİAĞA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,10.0,0.0,2355.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,2357.5,BORNOVA,KENT MERKEZİ,0,0,0
DAM/AHIR/AĞIL/AMBAR,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,BETONARME,13,0.0,10.0,0.0,2405.0,MENDERES,KIRSAL BÖLGE,0,0,0
BİNA,OCAK ÜSTÜ YEMEK UNUTMA,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,1.0,0.0,2482.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,8,0.0,2.0,0.0,2520.0,MENEMEN,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,5.0,0.0,3357.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.6,0.0,3410.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.5,0.0,3420.0,KARŞIYAKA,KENT MERKEZİ,0,1,0
