YANGIN_TURU,YANGIN_SEBEBI,YANGIN_SONUCU,YAPI_SEKLI,VARIS_SURESI,KULLANILAN_KOPUK_MIKTARI,KULLANILAN_SU_MIKTARI,KULLANILAN_KURU_KIMYEVI_TOZ_MIKTARI,EKIPLERIN_CIKIS_SAATI,ILCE,ADRES_BOLGESI,TOTAL_VEFAT,TOTAL_YARALI,TOTAL_HAYVAN_VEFAT
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.3,0.0,1585.0,BUCA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,1.0,1812.5,BUCA,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,7,0.0,1.0,0.0,2004.9999999999998,MENEMEN,KIRSAL BÖLGE,0,0,0
BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.1,0.0,2092.5,KONAK,KENT MERKEZİ,0,0,0
İŞYERİ,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,35.0,20.0,0.0,2257.5,BORNOVA,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,1.0,0.0,2337.5,BORNOVA,KENT MERKEZİ,0,0,0
OT,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,2347.5,DİKİLİ,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,2562.5,BERGAMA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.2,0.0,2587.5,BAYRAKLI,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,0.0,2677.5,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.5,0.0,2792.5,BUCA,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,13,0.0,0.0,0.0,2942.5,BAYINDIR,KIRSAL BÖLGE,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.3,0.0,2985.0,KARŞIYAKA,KENT MERKEZİ,0,0,0
BİNA,ŞÜPHELİ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,5.0,0.0,3065.0,BUCA,KENT MERKEZİ,0,12,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,3370.0,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.2,0.0,3425.0,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,20.0,0.0,3427.5,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,3.0,0.0,47.5,MENEMEN,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,2.0,0.0,165.0,MENEMEN,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.0,0.0,262.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,475.0,BUCA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.1,0.0,512.5,MENDERES,KIRSAL BÖLGE,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,1,0.0,0.3,0.0,862.5,KONAK,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,TAMAMEN YANAN,YAPI_DEGIL,10,45.0,2.0,0.0,915.0,ALİAĞA,KIRSAL BÖLGE,0,0,0
ARAÇ,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,3.0,0.0,1460.0,MENEMEN,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,1577.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,10,0.0,0.0,0.0,1735.0,KEMALPAŞA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.1,0.0,1965.0,KONAK,KENT MERKEZİ,0,0,0
KARGILIK,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,3.0,0.0,2375.0,BERGAMA,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,2402.5,KONAK,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,5,0.0,0.0,0.0,2465.0,ALİAĞA,KIRSAL BÖLGE,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,2665.0,BAYINDIR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,13,0.0,1.0,0.0,2885.0,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,0.0,6.0,3040.0,DİKİLİ,KIRSAL BÖLGE,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,DİĞER,3,0.0,3.0,0.0,3042.5,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,1.0,0.0,3107.5,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,3185.0,BORNOVA,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,3232.5,BAYRAKLI,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.2,0.0,3295.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.1,0.0,3402.5,GAZİEMİR,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,0.0,3457.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,1.0,0.0,3495.0,BUCA,KENT MERKEZİ,0,0,0
DİĞER,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,7,0.0,1.0,0.0,3522.5,BAYRAKLI,KENT MERKEZİ,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,1.5,0.0,487.5,BORNOVA,KENT MERKEZİ,0,0,0
İŞYERİ,KIVILCIM(DİĞER),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,3.0,0.0,847.5,BERGAMA,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.3,0.0,1382.5,GÜZELBAHÇE,KENT MERKEZİ,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,DİĞER,6,0.0,3.0,0.0,1922.4999999999998,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,1925.0000000000002,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,1,0.0,2.0,0.0,2170.0,BERGAMA,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),KISMEN YANARAK KURTARILAN,BAĞDADİ(TAŞ YAPI),2,0.0,25.0,0.0,2345.0,KİRAZ,KENT MERKEZİ,0,1,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.5,0.0,2462.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,7,0.0,1.0,0.0,2472.5,ÖDEMİŞ,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.8,0.0,2687.5,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.1,0.0,2850.0,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,3.0,0.0,2895.0,SELÇUK,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,0.5,0.0,3157.5,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,3.0,0.0,3220.0,BUCA,KENT MERKEZİ,0,0,0
KABLO/DİREK-ELEKT/TEL VB,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.0,0.0,3262.5,BUCA,KENT MERKEZİ,0,0,0
ODUN/KÖMÜR-AÇIK ALANDA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,10,0.0,15.0,0.0,3265.0,MENEMEN,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.5,0.0,3277.5,ALİAĞA,KENT MERKEZİ,0,0,0
BİNA,ŞÜPHELİ,TAMAMEN YANAN,DİĞER,7,0.0,6.0,0.0,3435.0,KONAK,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,6,0.0,0.9,6.0,3482.5,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,3.0,0.0,20.0,BERGAMA,KENT MERKEZİ,0,0,0
PARK,AÇIK ATEŞ,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,3,0.0,0.5,0.0,62.50000000000001,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.5,0.0,227.5,BUCA,KENT MERKEZİ,0,0,0
BİNA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,2.0,0.0,405.0,MENEMEN,KENT MERKEZİ,0,0,0
İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.01,0.0,450.0,TORBALI,KENT MERKEZİ,0,0,0
FABRİKA/ATÖLYE/İMALATHANE,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.1,0.0,512.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.3,0.0,537.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,0.0,1170.0,KONAK,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,6,0.0,0.01,0.0,1397.5,TORBALI,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),KISMEN YANARAK KURTARILAN,DİĞER,10,0.0,10.0,0.0,1457.5,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,0.1,0.0,1515.0,TİRE,KENT MERKEZİ,0,0,0
BİNA,ÇOCUKLARIN ATEŞLE OYNAMASI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,1.0,0.0,1637.5,BUCA,KENT MERKEZİ,0,2,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,2.0,0.0,1842.5,BEYDAĞ,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,1.0,0.0,2115.0,MENEMEN,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.8,0.0,2160.0,BUCA,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,1.0,0.0,2242.5,BUCA,KENT MERKEZİ,0,1,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,1,0.0,0.5,0.0,2290.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
İŞYERİ,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,0.2,0.0,2337.5,BORNOVA,KENT MERKEZİ,0,0,0
ARAÇ,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,2,20.0,0.4,0.0,2562.5,URLA,KENT MERKEZİ,0,0,0
KÜMES,ELEKT. KISA DEV./ELEKT. KONTAĞI,KISMEN YANARAK KURTARILAN,BETONARME,14,0.0,10.0,0.0,2677.5,MENDERES,KIRSAL BÖLGE,0,0,0
OT,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,1.0,0.0,2797.5,ÇİĞLİ,KIRSAL BÖLGE,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,2,0.0,0.5,0.0,2817.5,ÖDEMİŞ,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,1.0,0.0,2825.0,KİRAZ,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,2837.5,MENEMEN,KENT MERKEZİ,0,0,0
BİNA,KONVEKSİYON (HAVA İLE ISI TRANSFERİ),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,0.0,2865.0,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.2,0.0,3000.0,KONAK,KENT MERKEZİ,0,0,0
ARAÇ,ISINMA/SÜRTÜNME,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,12,0.0,1.0,0.0,3092.5,URLA,KIRSAL BÖLGE,0,0,0
ODUN/KÖMÜR-AÇIK ALANDA,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.01,0.0,3355.0,GAZİEMİR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,3362.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,1.0,0.0,3432.5,KONAK,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.1,0.0,3480.0,ÇEŞME,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.2,0.0,77.5,TORBALI,KENT MERKEZİ,0,0,0
ARAÇ,KUNDAKLAMA/SABOTAJ,KISMEN YANARAK KURTARILAN,YAPI_DEGIL,13,0.0,2.0,0.0,240.0,BAYINDIR,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,3.0,0.0,455.0,KONAK,KENT MERKEZİ,0,0,0
MOTOSİKLET,KASIT,TAMAMEN YANAN,YAPI_DEGIL,3,0.0,1.0,0.0,602.5,BUCA,KENT MERKEZİ,0,0,0
ARAÇ,KIZIŞMA,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.1,0.0,1220.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,0.0,1652.5,BAYRAKLI,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,3.0,0.0,1797.5,MENEMEN,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.5,0.0,1817.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
BİNA,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.3,0.0,2322.5,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,2400.0,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.2,0.0,2555.0,URLA,KENT MERKEZİ,0,0,0
İŞYERİ,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,0.0,2560.0,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,2,0.0,0.0,0.0,2662.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,2.0,0.0,2685.0,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,1.0,0.0,2685.0,BORNOVA,KENT MERKEZİ,0,0,0
AĞAÇ,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,3,0.0,0.4,0.0,2745.0,GÜZELBAHÇE,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,2.0,0.0,2762.5,ALİAĞA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,5.0,0.0,2805.0,ÇİĞLİ,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.5,0.0,2857.5,KARABAĞLAR,KENT MERKEZİ,0,0,0
OT,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,11,0.0,3.0,0.0,2977.5,ÇİĞLİ,KIRSAL BÖLGE,0,0,0
BİNA,KASIT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.3,0.0,3005.0,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.2,0.0,3045.0,MENDERES,KIRSAL BÖLGE,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.3,0.0,3045.0,TORBALI,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.0,0.0,3305.0,KARABAĞLAR,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,0.5,0.0,3372.5,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,3385.0,BORNOVA,KENT MERKEZİ,0,0,0
BİNA,KASIT,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,1.0,0.0,3445.0,KONAK,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,4,0.0,10.0,0.0,3452.5,BUCA,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,0.5,0.0,3507.5,SEFERİHİSAR,KIRSAL BÖLGE,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,0.0,3575.0,ÇİĞLİ,KENT MERKEZİ,0,0,0
ÇÖP,SİGARA/KİBRİT,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.5,0.0,3580.0,BUCA,KENT MERKEZİ,0,0,0
ARAÇ,ISINMA/SÜRTÜNME,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,8,0.0,2.0,0.0,932.5,KEMALPAŞA,KIRSAL BÖLGE,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,1592.5,KARŞIYAKA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,6,0.0,1.0,0.0,1690.0,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,2.0,0.0,1775.0,SELÇUK,KIRSAL BÖLGE,0,0,0
BİNA,ELEKT. KISA DEV./ELEKT. KONTAĞI,BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,5,0.0,0.0,0.0,1974.9999999999998,BUCA,KENT MERKEZİ,0,0,0
OT,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,10,0.0,1.0,0.0,2092.5,ALİAĞA,KIRSAL BÖLGE,0,0,0
OT,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,10,0.0,2.0,0.0,2137.5,DİKİLİ,KIRSAL BÖLGE,0,0,0
İŞYERİ,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,4,0.0,0.0,0.0,2302.5,ÇİĞLİ,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,20.0,0.0,2452.5,MENEMEN,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,0.3,0.0,2525.0,BORNOVA,KENT MERKEZİ,0,0,0
ÇÖP,AÇIK ATEŞ,BAŞLANGIÇTA SÖNDÜRÜLEN,YAPI_DEGIL,5,0.0,1.0,0.0,2602.5,KEMALPAŞA,KENT MERKEZİ,0,0,0
BİNA,KIVILCIM(BACA),BAŞLANGIÇTA SÖNDÜRÜLEN,BETONARME,3,0.0,0.05,0.0,2737.5,DİKİLİ,KIRSAL BÖLGE,0,0,0
